1: Magyarországról az első térképet Bakócz_Tamás érsek Lázár nevű titkára készítette , valószínűleg az 1510-es években . # #
-első térképet Bakócz_Tamás
-ízületű kezemet .
ízületű ízületű MN.none
ízületű ízületű MN.none
ízületű ízületű MN.none


484: esőjével bő szőlő- és gyümölcstermést ígér . # #
-bő szőlő- és
bő bő MN.none
bő bő MN.defnone
bő bő MN.defnone
-szőlő- és gyümölcstermést
szőlő- szőlő FN.postag_error
szőlő- szőlő FN.postag_error
szőlő- szőlő FN.suff


485: Én is sírok veled . # #
-Én is sírok
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom


486. hogy meghalt ! # #


487: Törött fűszálakat és kicsi rögöket cipeltek a közeli tanyájuk felé . # #
-Törött fűszálakat és
Törött törött MN.none
Törött törött MN.defnone
Törött törött MN.defnone
-kicsi rögöket cipeltek
kicsi kicsi MN.none
kicsi kicsi MN.none
kicsi kicsi MN.none
-közeli tanyájuk felé
közeli közeli MN.none
közeli közeli MN.none
közeli közeli MN.defnone
-tanyájuk felé .
tanyájuk tanya FN.PSt3.none
tanyájuk tanya FN.PSt3.none
tanyájuk tanya FN.PSt3.none


488: Te életet hordtál magadban , törékeny csípőd árkában élet tenyészett : # #
-Te életet hordtál
Te te FN_NM.e2.postag_error
Te te FN_NM.e2.postag_error
Te te FN_NM.e2.suff
-hordtál magadban ,
hordtál hordtál FN.postag_error
hordtál hordtál FN.postag_error
hordtál hordtál FN.nom
-törékeny csípőd árkában
törékeny törékeny MN.none
törékeny törékeny MN.defnone
törékeny törékeny MN.defnone
-élet tenyészett :
élet élet FN.nom
élet élet FN.nom
élet élet FN.nom


489: - Jó ! - mondta Süsü . # #
-Süsü . #
Süsü süsü TULN.nom
Süsü süsü TULN.nom
Süsü süsü TULN.nom


490: A Főkukac a rádióba morgott . # #
-Főkukac a rádióba
Főkukac főkukac TULN.nom
Főkukac főkukac TULN.nom
Főkukac főkukac TULN.nom


491: Előfordulhat Bucsuháza , Bulcsuházpuszta alakban is . # #
-Bucsuháza , Bulcsuházpuszta
Bucsuháza Bucsuháza TULN.none
Bucsuháza Bucsuháza TULN.suff
Bucsuháza Bucsuháza TULN.suff
-Bulcsuházpuszta alakban is
Bulcsuházpuszta Bulcsuházpuszta TULN.none
Bulcsuházpuszta Bulcsuházpuszta TULN.suff
Bulcsuházpuszta Bulcsuházpuszta TULN.suff


492: De év elején váratlanul nagyobb rakomány Globo_Nescafé és bimbam csengő érkezett a vegyesboltba . # #
-év elején váratlanul
év év FN.gen
év év FN.gen
év év FN.gen
-nagyobb rakomány Globo_Nescafé
nagyobb nagy MN._FOK.none
nagyobb nagy MN._FOK.defnone
nagyobb nagy MN._FOK.defnone
-rakomány Globo_Nescafé és
rakomány rakomány FN.postag_error
rakomány rakomány FN.postag_error
rakomány rakomány FN.nom
-Globo_Nescafé és bimbam
Globo_Nescafé Nescafé TULN.nom
Globo_Nescafé Nescafé TULN.suff
Globo_Nescafé Nescafé TULN.suff
-csengő érkezett a
csengő csengő FN.nom
csengő csengő FN.nom
csengő csengő FN.nom


493: S édes hazám földjétől öklendezem . # #
-édes hazám földjétől
édes édes MN.none
édes édes MN.defnone
édes édes MN.defnone
-hazám földjétől öklendezem
hazám haza FN.PSe1.gen
hazám haza FN.PSe1.gen
hazám haza FN.PSe1.gen


494. A barát gúnyosan felkacagott . # #
-barát gúnyosan felkacagott
barát barát FN.nom
barát barát FN.nom
barát barát FN.nom


495. pénzzel is kiházasították . # #


496: 1981-ben épült fel a halottasház . # #
-halottasház . #
halottasház halottasház FN.nom
halottasház halottasház FN.nom
halottasház halottasház FN.nom


497. A koronás címert félig eltakarja a repülni készülő turul . # #
-koronás címert félig
koronás koronás MN.defnone
koronás koronás MN.defnone
koronás koronás MN.defnone
-készülő turul .
készülő készül IGE._OKEP.none
készülő készül IGE._OKEP.none
készülő készül IGE._OKEP.none
-turul . #
turul turul FN.nom
turul turul FN.nom
turul turul FN.nom


498: Ütést éreztek a motorkerékpáron , de nem sebesültek meg . # #
-sebesültek meg .
sebesültek sebesül IGE._MIB.PL.postag_error
sebesültek sebesül IGE._MIB.PL.postag_error
sebesültek sebesül IGE._MIB.PL.nom


499: Eszter sorsával valóban fontos mellékszál rándult össze . # #
-Eszter sorsával valóban
Eszter Eszter FN.gen
Eszter Eszter FN.gen
Eszter Eszter FN.gen
-fontos mellékszál rándult
fontos fontos MN.none
fontos fontos MN.none
fontos fontos MN.none
-mellékszál rándult össze
mellékszál mellékszál FN.nom
mellékszál mellékszál FN.nom
mellékszál mellékszál FN.nom


500: - Istenem , majdnem megfeledkeztem a méltóságos grófnőről . # #
-Istenem , majdnem
Istenem isten FN.PSe1.vok
Istenem isten FN.PSe1.vok
Istenem isten FN.PSe1.suff
-méltóságos grófnőről .
méltóságos méltóságos MN.none
méltóságos méltóságos MN.none
méltóságos méltóságos MN.none


501: Pintyőke újra a háta mögé settenkedett , és földhöz vágta a kalapját . # #
-Pintyőke újra a
Pintyőke Pintyőke|pintyőke TULN.nom
Pintyőke Pintyőke|pintyőke TULN.suff
Pintyőke Pintyőke|pintyőke FN.suff|FN.suff
-háta mögé settenkedett
háta hát FN.PSe3.none
háta hát FN.PSe3.none
háta hát FN.PSe3.none
-vágta a kalapját
vágta vágta MN.postag_error
vágta vágta MN.postag_error
vágta vágta MN.nom


502: Mi is megszöktünk egy másik háborúból ! # #
-Mi is megszöktünk
Mi mi FN_NM.t1.nom
Mi mi FN_NM.t1.nom
Mi mi FN_NM.t1.nom
-egy másik háborúból
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-másik háborúból !
másik másik MN_NM.none
másik másik MN_NM.none
másik másik MN_NM.none


503: De ezt a villát Déry_Tibor nem Rákositól kapta , hanem az írói keresetéből vásárolta . # #
-Déry_Tibor nem Rákositól
Déry_Tibor Tibor TULN.postag_error
Déry_Tibor Tibor TULN.postag_error
Déry_Tibor Tibor TULN.nom
-nem Rákositól kapta
nem nem FN.postag_error
nem nem FN.postag_error
nem nem FN.nom
-kapta , hanem
kapta kapta MN.postag_error
kapta kapta MN.postag_error
kapta kapta MN.defnone
-írói keresetéből vásárolta
írói írói MN.none
írói írói MN.defnone
írói írói MN.none


504: Az ünnepély műsorát Anyalai_Pepes_Sándor ( Kürt ) cigányzenekara és a járás nótaénekesei zárták . # #
-ünnepély műsorát Anyalai_Pepes_Sándor
ünnepély ünnepély FN.gen
ünnepély ünnepély FN.gen
ünnepély ünnepély FN.gen
-Anyalai_Pepes_Sándor ( Kürt
Anyalai_Pepes_Sándor Sándor TULN.gen
Anyalai_Pepes_Sándor Sándor TULN.suff
Anyalai_Pepes_Sándor Sándor TULN.suff
-Kürt ) cigányzenekara
Kürt Kürt|kürt TULN.suff|TULN.postag_error
Kürt Kürt|kürt TULN.suff|TULN.postag_error
Kürt Kürt|kürt TULN.suff|TULN.suff
-cigányzenekara és a
cigányzenekara cigányzenekar FN.PSe3.nom
cigányzenekara cigányzenekar FN.PSe3.nom
cigányzenekara cigányzenekar FN.PSe3.nom
-járás nótaénekesei zárták
járás járás MN.postag_error
járás járás MN.postag_error
járás járás MN.none
-nótaénekesei zárták .
nótaénekesei nótaénekes FN.PSe3i.nom
nótaénekesei nótaénekes FN.PSe3i.nom
nótaénekesei nótaénekes FN.PSe3i.nom


505. Akihez mindhárom igeidő kapcsolódott . " # #
-mindhárom igeidő kapcsolódott
mindhárom mindhárom SZN.none
mindhárom mindhárom SZN.none
mindhárom mindhárom SZN.none
-igeidő kapcsolódott .
igeidő igeidő FN.nom
igeidő igeidő FN.nom
igeidő igeidő FN.nom


506: szólal meg mellettük a sofőr . # #
-sofőr . #
sofőr sofőr FN.nom
sofőr sofőr FN.nom
sofőr sofőr FN.nom


507: Pislákoltatja bennem előléptetésem reményét . # #
-előléptetésem reményét .
előléptetésem előléptetés FN.PSe1.gen
előléptetésem előléptetés FN.PSe1.gen
előléptetésem előléptetés FN.PSe1.gen


508: Az AB-ART_Kiadó Balázs_Attila és Haraszti_Mária vezetésével működik 1993-tól . # #
-AB-ART_Kiadó Balázs_Attila és
AB-ART_Kiadó kiadó TULN.nom
AB-ART_Kiadó kiadó TULN.suff
AB-ART_Kiadó kiadó TULN.nom
-Balázs_Attila és Haraszti_Mária
Balázs_Attila Attila TULN.gen
Balázs_Attila Attila TULN.suff
Balázs_Attila Attila TULN.suff
-Haraszti_Mária vezetésével működik
Haraszti_Mária Mária TULN.gen
Haraszti_Mária Mária TULN.gen
Haraszti_Mária Mária TULN.gen


509: - Hallottál már Halápi_Gusztávról ? # #


510: A férfi szemében tehetetlen düh égett : # #
-férfi szemében tehetetlen
férfi férfi FN.gen
férfi férfi FN.gen
férfi férfi FN.gen
-tehetetlen düh égett
tehetetlen tehetetlen MN.none
tehetetlen tehetetlen MN.none
tehetetlen tehetetlen MN.none
-düh égett :
düh düh FN.nom
düh düh FN.nom
düh düh FN.nom


511: - Most már nem kell fehér zászló ! # #
-fehér zászló !
fehér fehér MN.none
fehér fehér MN.none
fehér fehér MN.none
-zászló ! #
zászló zászló FN.nom
zászló zászló FN.nom
zászló zászló FN.nom


512: Február_14-én ünneplik nevük napját a Bálintok . # #
-nevük napját a
nevük név FN.PSt3.gen
nevük név FN.PSt3.gen
nevük név FN.PSt3.gen
-Bálintok . #
Bálintok Bálint TULN.PL.nom
Bálintok Bálint TULN.PL.nom
Bálintok Bálint TULN.PL.nom


513: a területet átszeli a Margit-folyó , # #
-Margit-folyó , #
Margit-folyó Margit-folyó TULN.nom
Margit-folyó Margit-folyó TULN.suff
Margit-folyó Margit-folyó TULN.nom


514: A Nagy Horgász felesége megcsóválta a fejét . # #
-Nagy Horgász felesége
Nagy nagy MN.none
Nagy nagy MN.defnone
Nagy nagy MN.defnone
-Horgász felesége megcsóválta
Horgász horgász FN.gen
Horgász horgász FN.gen
Horgász horgász FN.gen
-felesége megcsóválta a
felesége feleség FN.PSe3.nom
felesége feleség FN.PSe3.nom
felesége feleség FN.PSe3.nom


515: A teljesen szervezett katonai alakulatok mellett a védelem megerősítésére a magyar katonai vezetés különböző alakulattöredékeket is ide vezényelt . # #
-szervezett katonai alakulatok
szervezett szervez IGE._MIB.none
szervezett szervez IGE._MIB.defnone
szervezett szervez IGE._MIB.defnone
-katonai alakulatok mellett
katonai katonai MN.none
katonai katonai MN.none
katonai katonai MN.defnone
-alakulatok mellett a
alakulatok alakulat FN.PL.none
alakulatok alakulat FN.PL.none
alakulatok alakulat FN.PL.none
-védelem megerősítésére a
védelem védelem FN.gen
védelem védelem FN.gen
védelem védelem FN.gen
-magyar katonai vezetés
magyar magyar MN.none
magyar magyar MN.defnone
magyar magyar MN.defnone
-katonai vezetés különböző
katonai katonai MN.none
katonai katonai MN.defnone
katonai katonai MN.defnone
-vezetés különböző alakulattöredékeket
vezetés vezetés FN.nom
vezetés vezetés FN.suff
vezetés vezetés FN.suff
-különböző alakulattöredékeket is
különböző különböző MN.none
különböző különböző MN.defnone
különböző különböző MN.none


516: meg tudja őrizni az időt , látható , sőt visszajátszható , újrajátszható formában . # #
-látható , sőt
látható látható MN.none
látható látható MN.defnone
látható látható MN.defnone
-visszajátszható , újrajátszható
visszajátszható visszajátszható IK.MN.none
visszajátszható visszajátszható IK.MN.defnone
visszajátszható visszajátszható IK.MN.defnone
-újrajátszható formában .
újrajátszható újrajátszható IK.MN.none
újrajátszható újrajátszható IK.MN.none
újrajátszható újrajátszható IK.MN.none


517: A falu lakosait varjúnak csúfolják . # #
-falu lakosait varjúnak
falu falu FN.gen
falu falu FN.gen
falu falu FN.gen


518: A novellában a hős pókszerű féreggé változik . # #
-hős pókszerű féreggé
hős hős FN.nom
hős hős FN.suff
hős hős FN.suff
-pókszerű féreggé változik
pókszerű pókszerű MN.none
pókszerű pókszerű MN.none
pókszerű pókszerű MN.none


519: A teherautók mellett katonai őrség állt . # #
-teherautók mellett katonai
teherautók teherautó FN.PL.none
teherautók teherautó FN.PL.none
teherautók teherautó FN.PL.none
-katonai őrség állt
katonai katonai MN.none
katonai katonai MN.none
katonai katonai MN.none
-őrség állt .
őrség őrség FN.nom
őrség őrség FN.nom
őrség őrség FN.nom


520: S a galamb-lelkű Jókay_József rögtön segített a dolgon . # #
-galamb-lelkű Jókay_József rögtön
galamb-lelkű galamb-lelkű MN.none
galamb-lelkű galamb-lelkű MN.defnone
galamb-lelkű galamb-lelkű MN.defnone
-Jókay_József rögtön segített
Jókay_József József TULN.nom
Jókay_József József TULN.nom
Jókay_József József TULN.nom


521: - Ugyan , anyukám , kivel sétálhatnék ? # #
-anyukám , kivel
anyukám anyuka FN.PSe1.vok
anyukám anyuka FN.PSe1.vok
anyukám anyuka FN.PSe1.suff


522: Langot a bányaméréstan nemzetközileg elismert oktatójaként és művelőjeként tartják számon az egész világon . # #
-bányaméréstan nemzetközileg elismert
bányaméréstan bányaméréstan FN.gen
bányaméréstan bányaméréstan FN.suff
bányaméréstan bányaméréstan FN.suff
-elismert oktatójaként és
elismert elismer IK.IGE._MIB.none
elismert elismer IK.IGE._MIB.defnone
elismert elismer IK.IGE._MIB.defnone
-egész világon .
egész egész MN.none
egész egész MN.none
egész egész MN.none


523: - Én még sosem ütöttem meg a főnyereményt . # #
-Én még sosem
Én én FN_NM.e1.nom
Én én FN_NM.e1.suff
Én én FN_NM.e1.suff


524: mert fogalmazás közben elbőgik magukat . # #
-fogalmazás közben elbőgik
fogalmazás fogalmazás FN.none
fogalmazás fogalmazás FN.none
fogalmazás fogalmazás FN.none


525: Mintha egy játékbolt kirakatát nézné . # #
-egy játékbolt kirakatát
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-játékbolt kirakatát nézné
játékbolt játékbolt FN.gen
játékbolt játékbolt FN.gen
játékbolt játékbolt FN.gen


526: Kezdem hát az elején . # #


527: És mindegyikük rossz pontból indult ki . # #
-mindegyikük rossz pontból
mindegyikük mindegyik FN_NM.t3.nom
mindegyikük mindegyik FN_NM.t3.suff
mindegyikük mindegyik FN_NM.t3.suff
-rossz pontból indult
rossz rossz MN.none
rossz rossz MN.defnone
rossz rossz MN.none


528: Enyediék hallgattak . # #
-Enyediék hallgattak .
Enyediék Enyedi FN.FAM.nom
Enyediék Enyedi FN.FAM.nom
Enyediék Enyedi FN.FAM.nom


529: És így tekergőztek egymás üregeiben , járataiban , barlangjaiban a világ végezetéig . # #
-egymás üregeiben ,
egymás egymás FN_NM.gen
egymás egymás FN_NM.gen
egymás egymás FN_NM.gen
-világ végezetéig .
világ világ FN.gen
világ világ FN.gen
világ világ FN.gen


530: A taglétszám alakulásában különbségek mutatkoznak az egyes járások között . # #
-taglétszám alakulásában különbségek
taglétszám taglétszám FN.gen
taglétszám taglétszám FN.gen
taglétszám taglétszám FN.gen
-különbségek mutatkoznak az
különbségek különbség FN.PL.nom
különbségek különbség FN.PL.nom
különbségek különbség FN.PL.nom
-egyes járások között
egyes egyes MN.none
egyes egyes MN.none
egyes egyes MN.defnone
-járások között .
járások járás FN.PL.none
járások járás FN.PL.none
járások járás FN.PL.none


531: Nagy zavarba jöttünk ... # #
-Nagy zavarba jöttünk
Nagy nagy MN.none
Nagy nagy MN.none
Nagy nagy MN.none


532: A régi színház oldala lehámlott - # #
-régi színház oldala
régi régi MN.none
régi régi MN.defnone
régi régi MN.defnone
-színház oldala lehámlott
színház színház FN.gen
színház színház FN.gen
színház színház FN.gen
-oldala lehámlott -
oldala oldal FN.PSe3.nom
oldala oldal FN.PSe3.nom
oldala oldal FN.PSe3.nom


533: Akció kell . # #
-Akció kell .
Akció akció FN.nom
Akció akció FN.nom
Akció akció FN.nom


534: Hadipostán érkeztek a szomorú hírek , vonatszerelvényeken a sebesültek és rokkantak . # #
-szomorú hírek ,
szomorú szomorú MN.none
szomorú szomorú MN.defnone
szomorú szomorú MN.defnone
-hírek , vonatszerelvényeken
hírek hír FN.PL.nom
hírek hír FN.PL.suff
hírek hír FN.PL.suff
-sebesültek és rokkantak
sebesültek sebesül IGE._MIB.PL.nom
sebesültek sebesül IGE._MIB.PL.suff
sebesültek sebesül IGE._MIB.PL.suff
-rokkantak . #
rokkantak rokkan IGE._MIB.PL.nom
rokkantak rokkan IGE._MIB.PL.suff
rokkantak rokkan IGE._MIB.PL.nom


535: Ám az idő lassan-lassan kezdte a ködöt szétzilálni . # #
-idő lassan-lassan kezdte
idő idő FN.nom
idő idő FN.nom
idő idő FN.nom


536: - biztatta versengve mindkét tábor . # #
-mindkét tábor .
mindkét mindkét SZN.none
mindkét mindkét SZN.none
mindkét mindkét SZN.none
-tábor . #
tábor tábor FN.nom
tábor tábor FN.nom
tábor tábor FN.nom


537: Nyomorúságos életükbe csak a bécsi rokonok csomagjai hoztak átmeneti enyhülést ... # #
-Nyomorúságos életükbe csak
Nyomorúságos nyomorúságos MN.none
Nyomorúságos nyomorúságos MN.defnone
Nyomorúságos nyomorúságos MN.defnone
-bécsi rokonok csomagjai
bécsi bécsi MN.none
bécsi bécsi MN.defnone
bécsi bécsi MN.defnone
-rokonok csomagjai hoztak
rokonok rokon FN.PL.gen
rokonok rokon FN.PL.gen
rokonok rokon FN.PL.gen
-csomagjai hoztak átmeneti
csomagjai csomag FN.PSe3i.nom
csomagjai csomag FN.PSe3i.nom
csomagjai csomag FN.PSe3i.nom
-átmeneti enyhülést ...
átmeneti átmeneti MN.none
átmeneti átmeneti MN.none
átmeneti átmeneti MN.none


538: Ez a reménye nem vált be . # #
-Ez a reménye
Ez ez DET_NM.nom
Ez ez DET_NM.nom
Ez ez DET_NM.nom
-reménye nem vált
reménye remény FN.PSe3.nom
reménye remény FN.PSe3.nom
reménye remény FN.PSe3.nom


539: Senki sem tudott olyan helyet egész Csíkban , hol a szék legnagyobb ura egyetlen éccakára biztonságban legyen . # #
-Senki sem tudott
Senki senki FN.nom
Senki senki FN.nom
Senki senki FN.nom
-olyan helyet egész
olyan olyan MN_NM.none
olyan olyan MN_NM.defnone
olyan olyan MN_NM.defnone
-egész Csíkban ,
egész egész MN.none
egész egész MN.defnone
egész egész MN.defnone
-szék legnagyobb ura
szék szék FN.gen
szék szék FN.gen
szék szék FN.gen
-legnagyobb ura egyetlen
legnagyobb nagy FF.MN._FOK.none
legnagyobb nagy FF.MN._FOK.defnone
legnagyobb nagy FF.MN._FOK.defnone
-ura egyetlen éccakára
ura úr FN.PSe3.nom
ura úr FN.PSe3.suff
ura úr FN.PSe3.nom
-egyetlen éccakára biztonságban
egyetlen egyetlen SZN.none
egyetlen egyetlen SZN.defnone
egyetlen egyetlen SZN.defnone


540: Értettem ?! - ordított föl a zsiványok vezére . # #
-Értettem ?! -
Értettem értett|értette FN.PSe1.suff|FN.PSe1.postag_error
Értettem értett|értette FN.PSe1.suff|FN.PSe1.postag_error
Értettem értett|értette FN.PSe1.suff|FN.PSe1.suff
-zsiványok vezére .
zsiványok zsivány FN.PL.gen
zsiványok zsivány FN.PL.gen
zsiványok zsivány FN.PL.gen
-vezére . #
vezére vezér FN.PSe3.nom
vezére vezér FN.PSe3.nom
vezére vezér FN.PSe3.nom


541: Minden munkát elfogadott , és mindig a legjobban dolgozott . # #
-elfogadott , és
elfogadott elfogad IK.IGE._MIB.postag_error
elfogadott elfogad IK.IGE._MIB.postag_error
elfogadott elfogad IK.IGE._MIB.defnone


542: - Lamos megveregette a gyerek vállát . # #
-Lamos megveregette a
Lamos Lamos TULN.nom
Lamos Lamos TULN.nom
Lamos Lamos TULN.nom
-gyerek vállát .
gyerek gyerek FN.gen
gyerek gyerek FN.gen
gyerek gyerek FN.gen


543: ahol egy banális helyzet is bármikor élessé válhat . # #
-egy banális helyzet
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-banális helyzet is
banális banális MN.none
banális banális MN.none
banális banális MN.none
-helyzet is bármikor
helyzet helyzet FN.nom
helyzet helyzet FN.nom
helyzet helyzet FN.nom


544. Simon határozottan összeomlott . # #
-Simon határozottan összeomlott
Simon Simon FN.nom
Simon Simon FN.nom
Simon Simon FN.nom


545: Később aztán váratlanul valamennyien , egykori IKESZ-tagok közös hálóba kerültünk . # #
-egykori IKESZ-tagok közös
egykori egykori MN.none
egykori egykori MN.defnone
egykori egykori MN.defnone
-közös hálóba kerültünk
közös közös MN.none
közös közös MN.none
közös közös MN.none


546: Ismét idegen hangok közeledtek . # #
-idegen hangok közeledtek
idegen idegen MN.none
idegen idegen MN.none
idegen idegen MN.none
-hangok közeledtek .
hangok hang FN.PL.nom
hangok hang FN.PL.nom
hangok hang FN.PL.nom


547: Egy kis csomagot hoz , meg szatyorban különböző teákat . # #
-Egy kis csomagot
Egy egy SZN.none
Egy egy SZN.none
Egy egy SZN.none
-kis csomagot hoz
kis kis MN.none
kis kis MN.none
kis kis MN.none
-különböző teákat .
különböző különbözik IGE._OKEP.none
különböző különbözik IGE._OKEP.none
különböző különbözik IGE._OKEP.none


548: A katona , kissé lecsitulva , még mindig mellettem lépdelt . # #
-katona , kissé
katona katona FN.nom
katona katona FN.suff
katona katona FN.suff


549: A Sárosfa-nagyszarvai nyúlvadászatot elrontotta az idei esztendőben fellépő általános hajtóhiány . # #
-Sárosfa-nagyszarvai nyúlvadászatot elrontotta
Sárosfa-nagyszarvai Sárosfa-nagyszarvai|sárosfa-nagyszarvai MN.none|MN.none
Sárosfa-nagyszarvai Sárosfa-nagyszarvai|sárosfa-nagyszarvai MN.none|MN.none
Sárosfa-nagyszarvai Sárosfa-nagyszarvai|sárosfa-nagyszarvai MN.none|MN.none
-idei esztendőben fellépő
idei idei MN.none
idei idei MN.defnone
idei idei MN.defnone
-fellépő általános hajtóhiány
fellépő fellép IK.IGE._OKEP.none
fellépő fellép IK.IGE._OKEP.defnone
fellépő fellép IK.IGE._OKEP.defnone
-általános hajtóhiány .
általános általános MN.none
általános általános MN.none
általános általános MN.none
-hajtóhiány . #
hajtóhiány hajtóhiány FN.nom
hajtóhiány hajtóhiány FN.nom
hajtóhiány hajtóhiány FN.nom


550: Soha biztatóbb , nekem valóbb üzenetet nem kaptam a világ egyik távoli pontjáról . # #
-biztatóbb , nekem
biztatóbb biztató MN._FOK.none
biztatóbb biztató MN._FOK.none
biztatóbb biztató MN._FOK.none
-valóbb üzenetet nem
valóbb való MN._FOK.none
valóbb való MN._FOK.none
valóbb való MN._FOK.none
-világ egyik távoli
világ világ FN.gen
világ világ FN.suff
világ világ FN.suff
-egyik távoli pontjáról
egyik egyik MN_NM.none
egyik egyik MN_NM.defnone
egyik egyik MN_NM.defnone
-távoli pontjáról .
távoli távoli MN.none
távoli távoli MN.none
távoli távoli MN.none


551: Láttátok a burkus herceget ? # #
-burkus herceget ?
burkus burkus MN.none
burkus burkus MN.none
burkus burkus MN.none


552: Anna néni adott a bajra benedekfüvet , májfűlevelet , borbolyagyökeret . # #
-Anna néni adott
Anna anna|Anna FN.xne|TULN.xne
Anna anna|Anna FN.xne|TULN.xne
Anna anna|Anna FN.nom|FN.nom
-néni adott a
néni néni FN.nom
néni néni FN.nom
néni néni FN.nom


553: - Tőkési csak ennyit mondott sápadt gyűlölettel . # #
-Tőkési csak ennyit
Tőkési tőkési TULN.nom
Tőkési tőkési TULN.suff
Tőkési tőkési TULN.suff
-sápadt gyűlölettel .
sápadt sápad IGE._MIB.none
sápadt sápad IGE._MIB.none
sápadt sápad IGE._MIB.none


554: Nyilván az idegeneknek is szól ez . # #
-ez . #
ez ez FN_NM.nom
ez ez FN_NM.nom
ez ez FN_NM.nom


555: Felült , és feszülten hallgatózott . # #
-Felült , és
Felült felül IK.IGE._MIB.postag_error
Felült felül IK.IGE._MIB.postag_error
Felült felül IK.IGE._MIB.defnone


556: - Délután - mondta Marci vidáman . # #
-Délután - mondta
Délután délután FN.postag_error
Délután délután FN.postag_error
Délután délután FN.nom
-Marci vidáman .
Marci Marci TULN.nom
Marci Marci TULN.nom
Marci Marci TULN.nom


557: Aztán reggel a napkeletnyi csöndben nagy-gyorsan temetni mentünk . # #
-napkeletnyi csöndben nagy-gyorsan
napkeletnyi napkeletnyi MN.none
napkeletnyi napkeletnyi MN.defnone
napkeletnyi napkeletnyi MN.defnone


558. Vonzónak találták a szabad vallásgyakorlás lehetőségét és a jobbágyi terhek könnyítésének ígéretét . # #
-szabad vallásgyakorlás lehetőségét
szabad szabad MN.none
szabad szabad MN.none
szabad szabad MN.defnone
-vallásgyakorlás lehetőségét és
vallásgyakorlás vallásgyakorlás FN.gen
vallásgyakorlás vallásgyakorlás FN.gen
vallásgyakorlás vallásgyakorlás FN.gen
-jobbágyi terhek könnyítésének
jobbágyi jobbágyi MN.none
jobbágyi jobbágyi MN.none
jobbágyi jobbágyi MN.defnone
-terhek könnyítésének ígéretét
terhek teher FN.PL.gen
terhek teher FN.PL.gen
terhek teher FN.PL.gen


559: De ez a szabad képzettársításra emlékeztető módszer mégsem a század eleji szabad asszociációs versek sorsára juttatja a hosszú verseket . # #
-ez a szabad
ez ez DET_NM.nom
ez ez DET_NM.nom
ez ez DET_NM.nom
-szabad képzettársításra emlékeztető
szabad szabad MN.none
szabad szabad MN.defnone
szabad szabad MN.defnone
-emlékeztető módszer mégsem
emlékeztető emlékeztet IGE._OKEP.none
emlékeztető emlékeztet IGE._OKEP.defnone
emlékeztető emlékeztet IGE._OKEP.defnone
-módszer mégsem a
módszer módszer FN.nom
módszer módszer FN.suff
módszer módszer FN.suff
-század eleji szabad
század század SZN.postag_error
század század SZN.postag_error
század század SZN.none
-eleji szabad asszociációs
eleji eleji MN.none
eleji eleji MN.defnone
eleji eleji MN.defnone
-szabad asszociációs versek
szabad szabad MN.none
szabad szabad MN.defnone
szabad szabad MN.defnone
-asszociációs versek sorsára
asszociációs asszociációs MN.none
asszociációs asszociációs MN.defnone
asszociációs asszociációs MN.defnone
-versek sorsára juttatja
versek vers FN.PL.gen
versek vers FN.PL.gen
versek vers FN.PL.gen
-hosszú verseket .
hosszú hosszú MN.none
hosszú hosszú MN.none
hosszú hosszú MN.none


560: Ébredni kezdett a telep . # #
-telep . #
telep telep FN.nom
telep telep FN.nom
telep telep FN.nom


561: A szél gyorsan meghalt a tenyerében . # #
-szél gyorsan meghalt
szél szél FN.nom
szél szél FN.nom
szél szél FN.nom


562: Félt a szájától , a mihasznaságától , attól , hogy bajt hoz ránk . # #
-Félt a szájától
Félt fél IGE._MIB.postag_error
Félt fél IGE._MIB.postag_error
Félt fél IGE._MIB.nom


563: Az önkiszolgálóban bevásároltam # #


564: Számú ház első emeletén bérelt tágas , kitűnő lakást . # #
-Számú ház első
Számú számú MN.none
Számú számú MN.defnone
Számú számú MN.defnone
-ház első emeletén
ház ház FN.gen
ház ház FN.gen
ház ház FN.gen
-első emeletén bérelt
első első MN.none
első első MN.defnone
első első MN.none
-tágas , kitűnő
tágas tágas MN.none
tágas tágas MN.defnone
tágas tágas MN.defnone
-kitűnő lakást .
kitűnő kitűnik IK.IGE._OKEP.none
kitűnő kitűnik IK.IGE._OKEP.none
kitűnő kitűnik IK.IGE._OKEP.none


565: Pest ónszürke párában úszik . # #
-Pest ónszürke párában
Pest Pest|pest FN.nom|FN.nom
Pest Pest|pest FN.suff|FN.suff
Pest Pest|pest FN.suff|FN.suff


566: Most biztosan valamennyire meg fog változni az életünk . # #
-életünk . #
életünk élet FN.PSt1.nom
életünk élet FN.PSt1.nom
életünk élet FN.PSt1.nom


567: Minden viszonylat mögött - áttételesen vagy közvetlenül - a politika jelenlétét fedezi föl . # #
